Frame,Scheme,Cluster,Size,# all fragments,# protein fragments,# waters,Charge,Reactant IRC,dGact (kcal/mol),dGrxn (kcal/mol),TS path,TS method,TS E,TS E+ZPE,TS E+thrm E,TS H,TS G,TS Nbasis,TS Nimag,TS G kcal/mol,irc1 path,irc1 method,irc1 E,irc1 E+ZPE,irc1 E+thrm E,irc1 H,irc1 G,irc1 Nbasis,irc1 Nimag,irc1 G kcal/mol,irc2 path,irc2 method,irc2 E,irc2 E+ZPE,irc2 E+thrm E,irc2 H,irc2 G,irc2 Nbasis,irc2 Nimag,irc2 G kcal/mol
18312,S6,active2cluster1,190,15,10,5,0,irc2,10.5,-18.47,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f18312/ts-18312/,E(RB3LYP),-3854.08991,-3852.476763,-3852.393095,-3852.392151,-3852.596258,1068,NImag=1,-2417542.678,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f18312/ts-18312/irc2,E(RB3LYP),-3854.106279,-3852.491792,-3852.407619,-3852.406675,-3852.612994,1068,NImag=0,-2417553.18,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f18312/ts-18312/irc1,E(RB3LYP),-3854.137977,-3852.522791,-3852.438842,-3852.437898,-3852.642428,1068,NImag=0,-2417571.65
18531,S8,rincluster1,215,18,12,6,0,irc2,9.92,-13.12,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f18531/ts-18531/,E(RB3LYP),-4678.904182,-4677.08434,-4676.990372,-4676.989428,-4677.216468,1209,NImag=1,-2935000.106,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f18531/ts-18531/irc2,E(RB3LYP),-4678.922569,-4677.100303,-4677.006352,-4677.005408,-4677.232279,1209,NImag=0,-2935010.027,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f18531/ts-18531/irc1,E(RB3LYP),-4678.940774,-4677.119555,-4677.024668,-4677.023724,-4677.253188,1209,NImag=0,-2935023.148
18630,S3,random4a,198,16,9,7,0,irc1,6.91,-15.32,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f18630/ts-18630/,E(RB3LYP),-3991.904158,-3990.224949,-3990.137557,-3990.136613,-3990.349958,1105,NImag=1,-2503984.502,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f18630/ts-18630/irc1,E(RB3LYP),-3991.919976,-3990.23788,-3990.150661,-3990.149716,-3990.36097,1105,NImag=0,-2503991.412,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f18630/ts-18630/irc2,E(RB3LYP),-3991.940825,-3990.259968,-3990.171868,-3990.170924,-3990.385376,1105,NImag=0,-2504006.727
18802,S2,random3a,196,14,9,5,0,irc1,9.55,-21.51,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f18802/ts-18802/,E(RB3LYP),-4276.508189,-4274.861233,-4274.774653,-4274.773709,-4274.986351,1100,NImag=1,-2682596.685,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f18802/ts-18802/irc1,E(RB3LYP),-4276.529273,-4274.878893,-4274.792832,-4274.791888,-4275.001571,1100,NImag=0,-2682606.236,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f18802/ts-18802/irc2,E(RB3LYP),-4276.564025,-4274.912494,-4274.826813,-4274.825869,-4275.035844,1100,NImag=0,-2682627.742
18831,S4,random5a,225,19,12,7,0,irc1,7.21,-18.04,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f18831/ts-18831/,E(RB3LYP),-4909.167364,-4907.260224,-4907.159614,-4907.15867,-4907.397326,1267,NImag=1,-3079440.896,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f18831/ts-18831/irc1,E(RB3LYP),-4909.179971,-4907.270976,-4907.169788,-4907.168843,-4907.408816,1267,NImag=0,-3079448.106,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f18831/ts-18831/irc2,E(RB3LYP),-4909.207316,-4907.298602,-4907.197098,-4907.196154,-4907.437572,1267,NImag=0,-3079466.151
18873,S6,active2cluster1,195,14,9,5,1,irc1,10.28,-12.72,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f18873/ts-18873/,E(RB3LYP),-3857.71641,-3856.058791,-3855.974689,-3855.973745,-3856.178074,1082,NImag=1,-2419790.303,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f18873/ts-18873/irc1,E(RB3LYP),-3857.731724,-3856.073313,-3855.988524,-3855.987579,-3856.19445,1082,NImag=0,-2419800.579,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f18873/ts-18873/irc2,E(RB3LYP),-3857.753446,-3856.094107,-3856.009127,-3856.008183,-3856.214713,1082,NImag=0,-2419813.295
18929,S5,cluster1qm,218,18,11,7,0,irc1,9.89,-11.38,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f18929/ts-18929/,E(RB3LYP),-4755.351222,-4753.509871,-4753.415076,-4753.414132,-4753.637959,1227,NImag=1,-2982955.356,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f18929/ts-18929/irc1,E(RB3LYP),-4755.366193,-4753.523019,-4753.427896,-4753.426952,-4753.653718,1227,NImag=0,-2982965.245,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f18929/ts-18929/irc2,E(RB3LYP),-4755.381825,-4753.53979,-4753.443609,-4753.442665,-4753.671859,1227,NImag=0,-2982976.628
19000,S1,sampling,199,14,9,5,0,irc2,8.37,-16.65,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f19000/ts-19000/,E(RB3LYP),-3992.857458,-3991.169582,-3991.082335,-3991.081391,-3991.294335,1109,NImag=1,-2504577.108,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f19000/ts-19000/irc2,E(RB3LYP),-3992.873143,-3991.182969,-3991.095592,-3991.094648,-3991.307674,1109,NImag=0,-2504585.479,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f19000/ts-19000/irc1,E(RB3LYP),-3992.897589,-3991.20829,-3991.120181,-3991.119236,-3991.334205,1109,NImag=0,-2504602.127
19126,S2,random3a,202,16,10,6,0,irc2,6.94,-21.49,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19126/ts-19126/,E(RB3LYP),-4123.459016,-4121.752404,-4121.665193,-4121.664249,-4121.8749,1139,NImag=1,-2586517.718,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19126/ts-19126/irc2,E(RB3LYP),-4123.474831,-4121.764818,-4121.678073,-4121.677129,-4121.885955,1139,NImag=0,-2586524.656,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19126/ts-19126/irc1,E(RB3LYP),-4123.503678,-4121.795567,-4121.707643,-4121.706698,-4121.9202,1139,NImag=0,-2586546.145
19247,S6,active2cluster1,195,15,9,6,0,irc2,6.93,-14.5,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f19247/ts-19247/,E(RB3LYP),-3915.469023,-3913.814582,-3913.729618,-3913.728674,-3913.936862,1087,NImag=1,-2456034.52,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f19247/ts-19247/irc2,E(RB3LYP),-3915.481889,-3913.825755,-3913.740509,-3913.739564,-3913.947905,1087,NImag=0,-2456041.45,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f19247/ts-19247/irc1,E(RB3LYP),-3915.507906,-3913.850342,-3913.765284,-3913.764339,-3913.971019,1087,NImag=0,-2456055.954
19270,S2,random3a,197,15,8,7,0,irc2,6.97,-17.07,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19270/ts-19270/,E(RB3LYP),-4065.920358,-4064.246969,-4064.158576,-4064.157631,-4064.370308,1115,NImag=1,-2550433.012,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19270/ts-19270/irc2,E(RB3LYP),-4065.932646,-4064.25756,-4064.168852,-4064.167908,-4064.381421,1115,NImag=0,-2550439.985,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19270/ts-19270/irc1,E(RB3LYP),-4065.959987,-4064.28435,-4064.195607,-4064.194663,-4064.408631,1115,NImag=0,-2550457.06
19441,S3,random4,192,14,9,5,0,irc1,7.19,-13.71,/project/dwappett/CM-MD-250-set/opts/S3_random4/f19441/ts-19441/,E(RB3LYP),-3839.021049,-3837.395009,-3837.311948,-3837.311004,-3837.514319,1069,NImag=1,-2408078.61,/project/dwappett/CM-MD-250-set/opts/S3_random4/f19441/ts-19441/irc1,E(RB3LYP),-3839.034629,-3837.405934,-3837.322732,-3837.321788,-3837.525778,1069,NImag=0,-2408085.801,/project/dwappett/CM-MD-250-set/opts/S3_random4/f19441/ts-19441/irc2,E(RB3LYP),-3839.054166,-3837.426083,-3837.342042,-3837.341098,-3837.54762,1069,NImag=0,-2408099.507
19540,S6,active2cluster1,215,17,11,6,0,irc1,8.33,-13.82,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f19540/ts-19540/,E(RB3LYP),-4678.900225,-4677.084764,-4676.991461,-4676.990516,-4677.21221,1209,NImag=1,-2934997.434,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f19540/ts-19540/irc1,E(RB3LYP),-4678.915903,-4677.09811,-4677.004794,-4677.00385,-4677.22548,1209,NImag=0,-2935005.761,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f19540/ts-19540/irc2,E(RB3LYP),-4678.935706,-4677.118434,-4677.024594,-4677.02365,-4677.247502,1209,NImag=0,-2935019.58
19615,S5,cluster1qm,212,15,11,4,0,irc2,9.66,-15.7,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f19615/ts-19615/,E(RB3LYP),-4242.35423,-4240.555386,-4240.463481,-4240.462536,-4240.684024,1182,NImag=1,-2661071.632,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f19615/ts-19615/irc2,E(RB3LYP),-4242.372032,-4240.570676,-4240.478585,-4240.477641,-4240.699417,1182,NImag=0,-2661081.291,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f19615/ts-19615/irc1,E(RB3LYP),-4242.396443,-4240.594999,-4240.502734,-4240.50179,-4240.724436,1182,NImag=0,-2661096.991
19719,S2,random3a,208,15,10,5,0,irc2,9.96,-18.67,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19719/ts-19719/,E(RB3LYP),-4164.953109,-4163.194092,-4163.106493,-4163.105549,-4163.317692,1160,NImag=1,-2612523.485,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19719/ts-19719/irc2,E(RB3LYP),-4164.971854,-4163.210331,-4163.122519,-4163.121575,-4163.333563,1160,NImag=0,-2612533.444,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19719/ts-19719/irc1,E(RB3LYP),-4165.000121,-4163.238698,-4163.150742,-4163.149797,-4163.363321,1160,NImag=0,-2612552.118
19721,S7,activecluster1,201,15,10,5,0,irc2,10.44,-16.77,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f19721/ts-19721/,E(RB3LYP),-3956.949225,-3955.2357,-3955.148841,-3955.147897,-3955.359526,1108,NImag=1,-2482027.656,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f19721/ts-19721/irc2,E(RB3LYP),-3956.966609,-3955.251626,-3955.164443,-3955.163499,-3955.376158,1108,NImag=0,-2482038.093,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f19721/ts-19721/irc1,E(RB3LYP),-3956.994261,-3955.278463,-3955.191473,-3955.190529,-3955.402887,1108,NImag=0,-2482054.866
19787,S3,random4,215,17,11,6,0,irc1,8.3,-17,/project/dwappett/CM-MD-250-set/opts/S3_random4/f19787/ts-19787/,E(RB3LYP),-4678.908522,-4677.09415,-4677.000986,-4677.000042,-4677.222506,1209,NImag=1,-2935003.895,/project/dwappett/CM-MD-250-set/opts/S3_random4/f19787/ts-19787/irc1,E(RB3LYP),-4678.921543,-4677.105861,-4677.012194,-4677.01125,-4677.235727,1209,NImag=0,-2935012.191,/project/dwappett/CM-MD-250-set/opts/S3_random4/f19787/ts-19787/irc2,E(RB3LYP),-4678.950659,-4677.133744,-4677.040334,-4677.039389,-4677.262817,1209,NImag=0,-2935029.19
19921,S7,activecluster1,215,16,11,5,0,irc2,9.93,-12.01,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f19921/ts-19921/,E(RB3LYP),-4318.791399,-4316.963309,-4316.870451,-4316.869507,-4317.0925,1200,NImag=1,-2709018.715,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f19921/ts-19921/irc2,E(RB3LYP),-4318.808697,-4316.978398,-4316.885467,-4316.884523,-4317.108323,1200,NImag=0,-2709028.644,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f19921/ts-19921/irc1,E(RB3LYP),-4318.826466,-4316.996906,-4316.903286,-4316.902342,-4317.127469,1200,NImag=0,-2709040.658
19962,S2,random3a,195,15,9,6,0,irc1,5.86,-22.65,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19962/ts-19962/,E(RB3LYP),-3915.454434,-3913.803265,-3913.717579,-3913.716635,-3913.926507,1087,NImag=1,-2456028.022,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19962/ts-19962/irc1,E(RB3LYP),-3915.464893,-3913.811909,-3913.725655,-3913.724711,-3913.93585,1087,NImag=0,-2456033.885,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f19962/ts-19962/irc2,E(RB3LYP),-3915.501692,-3913.848448,-3913.762398,-3913.761454,-3913.971944,1087,NImag=0,-2456056.535
20000,S1,sampling,203,15,10,5,0,irc1,12.52,-10.33,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f20000/ts-20000/,E(RB3LYP),-4430.374812,-4428.655587,-4428.566998,-4428.566054,-4428.779265,1140,NImag=1,-2779103.277,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f20000/ts-20000/irc1,E(RB3LYP),-4430.399097,-4428.675411,-4428.58756,-4428.586616,-4428.799216,1140,NImag=0,-2779115.796,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f20000/ts-20000/irc2,E(RB3LYP),-4430.413544,-4428.691873,-4428.603032,-4428.602088,-4428.815675,1140,NImag=0,-2779126.124
