Frame,Scheme,Cluster,Size,# all fragments,# protein fragments,# waters,Charge,Reactant IRC,dGact (kcal/mol),dGrxn (kcal/mol),TS path,TS method,TS E,TS E+ZPE,TS E+thrm E,TS H,TS G,TS Nbasis,TS Nimag,TS G kcal/mol,irc1 path,irc1 method,irc1 E,irc1 E+ZPE,irc1 E+thrm E,irc1 H,irc1 G,irc1 Nbasis,irc1 Nimag,irc1 G kcal/mol,irc2 path,irc2 method,irc2 E,irc2 E+ZPE,irc2 E+thrm E,irc2 H,irc2 G,irc2 Nbasis,irc2 Nimag,irc2 G kcal/mol
8014,S8,rincluster2,225,18,13,5,1,irc2,8.61,-11.19,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f8014/ts-8014/,E(RB3LYP),-4905.588313,-4903.684861,-4903.589079,-4903.588135,-4903.815022,1274,NImag=1,-3077192.964,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f8014/ts-8014/irc2,E(RB3LYP),-4905.603297,-4903.697576,-4903.601604,-4903.600659,-4903.828736,1274,NImag=0,-3077201.57,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f8014/ts-8014/irc1,E(RB3LYP),-4905.619068,-4903.713919,-4903.617199,-4903.616255,-4903.846561,1274,NImag=0,-3077212.755
8089,S2,random3a,215,18,12,6,0,irc1,5.66,-18.12,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f8089/ts-8089/,E(RB3LYP),-4678.903166,-4677.086218,-4676.990946,-4676.990002,-4677.214438,1209,NImag=1,-2934998.832,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f8089/ts-8089/irc1,E(RB3LYP),-4678.914858,-4677.09555,-4677.000313,-4676.999369,-4677.223462,1209,NImag=0,-2935004.495,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f8089/ts-8089/irc2,E(RB3LYP),-4678.940727,-4677.121775,-4677.025608,-4677.024664,-4677.252344,1209,NImag=0,-2935022.618
8157,S6,active2cluster3,208,15,10,5,0,irc2,8.63,-14.75,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f8157/ts-8157/,E(RB3LYP),-4164.97008,-4163.211538,-4163.123139,-4163.122195,-4163.334878,1160,NImag=1,-2612534.269,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f8157/ts-8157/irc2,E(RB3LYP),-4164.986096,-4163.225689,-4163.136994,-4163.13605,-4163.348631,1160,NImag=0,-2612542.899,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f8157/ts-8157/irc1,E(RB3LYP),-4165.007785,-4163.247094,-4163.158097,-4163.157153,-4163.372131,1160,NImag=0,-2612557.646
8299,S3,random4,212,16,11,5,0,irc1,9.63,-18.19,/project/dwappett/CM-MD-250-set/opts/S3_random4/f8299/ts-8299/,E(RB3LYP),-4602.461615,-4600.675832,-4600.584462,-4600.583518,-4600.802443,1191,NImag=1,-2887049.541,/project/dwappett/CM-MD-250-set/opts/S3_random4/f8299/ts-8299/irc1,E(RB3LYP),-4602.480783,-4600.692591,-4600.601382,-4600.600438,-4600.817788,1191,NImag=0,-2887059.17,/project/dwappett/CM-MD-250-set/opts/S3_random4/f8299/ts-8299/irc2,E(RB3LYP),-4602.512806,-4600.722973,-4600.631617,-4600.630673,-4600.84677,1191,NImag=0,-2887077.357
8310,S5,cluster2qm,233,17,11,6,1,irc1,4.05,-20.18,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f8310/ts-8310/,E(RB3LYP),-4662.44917,-4660.466116,-4660.368871,-4660.367926,-4660.594305,1300,NImag=1,-2924569.532,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f8310/ts-8310/irc1,E(RB3LYP),-4662.458195,-4660.472539,-4660.37508,-4660.374136,-4660.600763,1300,NImag=0,-2924573.585,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f8310/ts-8310/irc2,E(RB3LYP),-4662.486043,-4660.501919,-4660.403575,-4660.402631,-4660.632919,1300,NImag=0,-2924593.763
8320,S6,active2cluster4,193,14,10,4,0,irc1,11.99,-12.35,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f8320/ts-8320/,E(RB3LYP),-4200.080822,-4198.453026,-4198.368561,-4198.367617,-4198.57558,1082,NImag=1,-2634648.162,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f8320/ts-8320/irc1,E(RB3LYP),-4200.103919,-4198.473247,-4198.389053,-4198.388108,-4198.594692,1082,NImag=0,-2634660.155,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f8320/ts-8320/irc2,E(RB3LYP),-4200.119442,-4198.489672,-4198.404503,-4198.403559,-4198.614367,1082,NImag=0,-2634672.501
8457,S7,activecluster3,219,17,12,5,0,irc2,10.12,-14.71,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f8457/ts-8457/,E(RB3LYP),-4810.467361,-4808.62857,-4808.533622,-4808.532678,-4808.757174,1243,NImag=1,-3017543.214,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f8457/ts-8457/irc2,E(RB3LYP),-4810.485181,-4808.644372,-4808.549174,-4808.54823,-4808.773294,1243,NImag=0,-3017553.33,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f8457/ts-8457/irc1,E(RB3LYP),-4810.506571,-4808.66572,-4808.570003,-4808.569059,-4808.796742,1243,NImag=0,-3017568.044
8496,S5,cluster2qm,193,14,11,3,1,irc1,15.32,-12.79,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f8496/ts-8496/,E(RB3LYP),-4142.319392,-4140.682351,-4140.597209,-4140.596265,-4140.806666,1077,NImag=1,-2598397.591,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f8496/ts-8496/irc1,E(RB3LYP),-4142.349227,-4140.7093,-4140.624416,-4140.623472,-4140.83108,1077,NImag=0,-2598412.911,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f8496/ts-8496/irc2,E(RB3LYP),-4142.368428,-4140.728455,-4140.643124,-4140.642179,-4140.851469,1077,NImag=0,-2598425.705
8589,S2,random3a,209,15,11,4,0,irc1,13.07,-16.8,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f8589/ts-8589/,E(RB3LYP),-4526.011892,-4524.250803,-4524.161668,-4524.160724,-4524.375169,1173,NImag=1,-2839090.662,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f8589/ts-8589/irc1,E(RB3LYP),-4526.034387,-4524.27136,-4524.182141,-4524.181197,-4524.395996,1173,NImag=0,-2839103.731,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f8589/ts-8589/irc2,E(RB3LYP),-4526.058584,-4524.295979,-4524.206113,-4524.205169,-4524.422761,1173,NImag=0,-2839120.527
8677,S8,rincluster1,209,16,12,4,0,irc1,6.16,-17.92,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f8677/ts-8677/,E(RB3LYP),-4526.031573,-4524.263745,-4524.173939,-4524.172995,-4524.38749,1173,NImag=1,-2839098.394,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f8677/ts-8677/irc1,E(RB3LYP),-4526.042668,-4524.272915,-4524.182882,-4524.181938,-4524.397305,1173,NImag=0,-2839104.553,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f8677/ts-8677/irc2,E(RB3LYP),-4526.070251,-4524.300893,-4524.210323,-4524.209379,-4524.425861,1173,NImag=0,-2839122.472
8717,S7,activecluster2,212,16,11,5,0,irc1,8.3,-14.56,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f8717/ts-8717/,E(RB3LYP),-4602.469893,-4600.681461,-4600.590283,-4600.589339,-4600.806319,1191,NImag=1,-2887051.973,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f8717/ts-8717/irc1,E(RB3LYP),-4602.482249,-4600.69238,-4600.600651,-4600.599707,-4600.819552,1191,NImag=0,-2887060.277,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f8717/ts-8717/irc2,E(RB3LYP),-4602.506598,-4600.716328,-4600.624492,-4600.623548,-4600.84276,1191,NImag=0,-2887074.84
8886,S4,random5a,197,16,10,6,0,irc2,10.04,-19.75,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f8886/ts-8886/,E(RB3LYP),-4368.055683,-4366.395463,-4366.307365,-4366.306421,-4366.519873,1117,NImag=1,-2740034.886,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f8886/ts-8886/irc2,E(RB3LYP),-4368.075061,-4366.41202,-4366.324113,-4366.323169,-4366.535874,1117,NImag=0,-2740044.926,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f8886/ts-8886/irc1,E(RB3LYP),-4368.107183,-4366.443721,-4366.355607,-4366.354663,-4366.567352,1117,NImag=0,-2740064.679
9000,S1,sampling,203,16,11,5,0,irc1,9.96,-14.4,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f9000/ts-9000/,E(RB3LYP),-4484.539798,-4482.832592,-4482.744524,-4482.74358,-4482.955552,1152,NImag=1,-2813099.438,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f9000/ts-9000/irc1,E(RB3LYP),-4484.558423,-4482.848753,-4482.760646,-4482.759702,-4482.971432,1152,NImag=0,-2813109.403,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f9000/ts-9000/irc2,E(RB3LYP),-4484.580855,-4482.870502,-4482.782064,-4482.78112,-4482.994381,1152,NImag=0,-2813123.804
9104,S6,active2cluster3,197,13,10,3,0,irc1,8.36,-17.81,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f9104/ts-9104/,E(RB3LYP),-4331.674525,-4330.023188,-4329.940914,-4329.93997,-4330.140457,1116,NImag=1,-2717206.438,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f9104/ts-9104/irc1,E(RB3LYP),-4331.69067,-4330.037221,-4329.954956,-4329.954012,-4330.153779,1116,NImag=0,-2717214.798,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f9104/ts-9104/irc2,E(RB3LYP),-4331.721096,-4330.066408,-4329.98432,-4329.983376,-4330.182156,1116,NImag=0,-2717232.605
9216,S8,rincluster3,209,16,12,4,0,irc1,12.65,-16.58,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f9216/ts-9216/,E(RB3LYP),-4526.03181,-4524.262561,-4524.172895,-4524.171951,-4524.388926,1173,NImag=1,-2839099.295,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f9216/ts-9216/irc1,E(RB3LYP),-4526.053373,-4524.282602,-4524.192823,-4524.191879,-4524.409085,1173,NImag=0,-2839111.945,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f9216/ts-9216/irc2,E(RB3LYP),-4526.079832,-4524.308914,-4524.218631,-4524.217687,-4524.435503,1173,NImag=0,-2839128.522
9221,S6,active2cluster4,209,16,12,4,0,irc1,11,-15.47,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f9221/ts-9221/,E(RB3LYP),-4526.029267,-4524.2615,-4524.171689,-4524.170744,-4524.387041,1173,NImag=1,-2839098.112,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f9221/ts-9221/irc1,E(RB3LYP),-4526.051201,-4524.280508,-4524.191022,-4524.190078,-4524.404571,1173,NImag=0,-2839109.112,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f9221/ts-9221/irc2,E(RB3LYP),-4526.071224,-4524.302038,-4524.211414,-4524.210469,-4524.429228,1173,NImag=0,-2839124.585
9278,S2,random1,208,16,11,5,0,irc1,11.49,-18.44,/project/dwappett/CM-MD-250-set/opts/S2_random1/f9278/ts-9278/,E(RB3LYP),-4164.966304,-4163.201297,-4163.111633,-4163.110689,-4163.327031,1160,NImag=1,-2612529.345,/project/dwappett/CM-MD-250-set/opts/S2_random1/f9278/ts-9278/irc1,E(RB3LYP),-4164.986143,-4163.219102,-4163.129319,-4163.128375,-4163.345348,1160,NImag=0,-2612540.839,/project/dwappett/CM-MD-250-set/opts/S2_random1/f9278/ts-9278/irc2,E(RB3LYP),-4165.014111,-4163.247388,-4163.157351,-4163.156407,-4163.374736,1160,NImag=0,-2612559.281
9318,S7,activecluster2,206,15,12,3,0,irc2,11.83,-12.73,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f9318/ts-9318/,E(RB3LYP),-4449.590923,-4447.850278,-4447.762891,-4447.761946,-4447.974338,1155,NImag=1,-2791148.377,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f9318/ts-9318/irc2,E(RB3LYP),-4449.612198,-4447.869239,-4447.781746,-4447.780802,-4447.99319,1155,NImag=0,-2791160.207,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f9318/ts-9318/irc1,E(RB3LYP),-4449.634235,-4447.890578,-4447.802976,-4447.802032,-4448.01347,1155,NImag=0,-2791172.933
9366,S7,activecluster2,209,16,12,4,0,irc1,10.38,-15.17,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f9366/ts-9366/,E(RB3LYP),-4526.040597,-4524.273808,-4524.183989,-4524.183045,-4524.400138,1173,NImag=1,-2839106.331,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f9366/ts-9366/irc1,E(RB3LYP),-4526.060438,-4524.290812,-4524.201194,-4524.20025,-4524.416683,1173,NImag=0,-2839116.713,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f9366/ts-9366/irc2,E(RB3LYP),-4526.080069,-4524.311586,-4524.220979,-4524.220034,-4524.440855,1173,NImag=0,-2839131.881
9449,S5,cluster2qm,208,16,11,5,0,irc2,7.89,-13.8,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f9449/ts-9449/,E(RB3LYP),-4164.977265,-4163.212187,-4163.122398,-4163.121454,-4163.33597,1160,NImag=1,-2612534.955,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f9449/ts-9449/irc2,E(RB3LYP),-4164.990292,-4163.223225,-4163.133092,-4163.132148,-4163.348546,1160,NImag=0,-2612542.846,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f9449/ts-9449/irc1,E(RB3LYP),-4165.012351,-4163.245223,-4163.154743,-4163.153798,-4163.370544,1160,NImag=0,-2612556.65
9464,S6,active2cluster3,192,15,11,4,0,irc2,12.4,-13.55,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f9464/ts-9464/,E(RB3LYP),-4328.27847,-4326.666374,-4326.582272,-4326.581328,-4326.787642,1104,NImag=1,-2715102.513,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f9464/ts-9464/irc2,E(RB3LYP),-4328.301225,-4326.686786,-4326.602596,-4326.601651,-4326.807403,1104,NImag=0,-2715114.913,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f9464/ts-9464/irc1,E(RB3LYP),-4328.322657,-4326.707787,-4326.623302,-4326.622358,-4326.829003,1104,NImag=0,-2715128.468
9591,S5,cluster2qm,204,16,10,6,0,irc1,6.94,-16.81,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f9591/ts-9591/,E(RB3LYP),-4033.389173,-4031.651721,-4031.561596,-4031.560652,-4031.778482,1126,NImag=1,-2529981.315,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f9591/ts-9591/irc1,E(RB3LYP),-4033.402688,-4031.663018,-4031.572827,-4031.571882,-4031.789536,1126,NImag=0,-2529988.252,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f9591/ts-9591/irc2,E(RB3LYP),-4033.428092,-4031.688538,-4031.597909,-4031.596965,-4031.81633,1126,NImag=0,-2530005.065
9619,S7,activecluster2,215,18,12,6,0,irc2,8.77,-11.67,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f9619/ts-9619/,E(RB3LYP),-4678.924983,-4677.105075,-4677.011131,-4677.010187,-4677.232061,1209,NImag=1,-2935009.891,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f9619/ts-9619/irc2,E(RB3LYP),-4678.941358,-4677.119205,-4677.025176,-4677.024231,-4677.246037,1209,NImag=0,-2935018.661,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f9619/ts-9619/irc1,E(RB3LYP),-4678.959393,-4677.137187,-4677.042695,-4677.04175,-4677.264636,1209,NImag=0,-2935030.332
9662,S4,random5a,206,15,12,3,0,irc1,9.6,-14.9,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f9662/ts-9662/,E(RB3LYP),-4449.616905,-4447.876058,-4447.788391,-4447.787446,-4447.997765,1155,NImag=1,-2791163.078,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f9662/ts-9662/irc1,E(RB3LYP),-4449.632056,-4447.890067,-4447.801744,-4447.8008,-4448.01306,1155,NImag=0,-2791172.675,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f9662/ts-9662/irc2,E(RB3LYP),-4449.659732,-4447.915466,-4447.827691,-4447.826747,-4448.036809,1155,NImag=0,-2791187.578
9748,S6,active2cluster1,194,15,10,5,0,irc2,7.57,-18.99,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f9748/ts-9748/,E(RB3LYP),-4291.608162,-4289.974662,-4289.888638,-4289.887694,-4290.097502,1099,NImag=1,-2692079.083,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f9748/ts-9748/irc2,E(RB3LYP),-4291.623545,-4289.987318,-4289.901418,-4289.900474,-4290.109571,1099,NImag=0,-2692086.657,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f9748/ts-9748/irc1,E(RB3LYP),-4291.650691,-4290.015187,-4289.928543,-4289.927599,-4290.139832,1099,NImag=0,-2692105.646
9750,S2,random3a,208,16,11,5,0,irc1,10.37,-13.85,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f9750/ts-9750/,E(RB3LYP),-4164.955139,-4163.191346,-4163.101614,-4163.10067,-4163.318158,1160,NImag=1,-2612523.777,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f9750/ts-9750/irc1,E(RB3LYP),-4164.974102,-4163.208006,-4163.118218,-4163.117274,-4163.334676,1160,NImag=0,-2612534.143,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f9750/ts-9750/irc2,E(RB3LYP),-4164.998467,-4163.231639,-4163.141697,-4163.140753,-4163.35675,1160,NImag=0,-2612547.994
9855,S2,random3a,208,16,11,5,0,irc1,8.71,-14.35,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f9855/ts-9855/,E(RB3LYP),-4164.968109,-4163.204,-4163.113882,-4163.112937,-4163.330053,1160,NImag=1,-2612531.242,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f9855/ts-9855/irc1,E(RB3LYP),-4164.982871,-4163.217018,-4163.126474,-4163.12553,-4163.343938,1160,NImag=0,-2612539.955,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f9855/ts-9855/irc2,E(RB3LYP),-4165.005932,-4163.239909,-4163.149314,-4163.14837,-4163.366806,1160,NImag=0,-2612554.304
10000,S1,sampling,212,16,11,5,0,irc1,11.38,-16.97,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f10000/ts-10000/,E(RB3LYP),-4602.45197,-4600.664862,-4600.573393,-4600.572449,-4600.791084,1191,NImag=1,-2887042.413,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f10000/ts-10000/irc1,E(RB3LYP),-4602.473601,-4600.684052,-4600.592823,-4600.591879,-4600.809214,1191,NImag=0,-2887053.79,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f10000/ts-10000/irc2,E(RB3LYP),-4602.498211,-4600.708786,-4600.617142,-4600.616198,-4600.836264,1191,NImag=0,-2887070.764
10084,S5,cluster2qm,206,15,12,3,0,irc2,11.32,-17.14,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f10084/ts-10084/,E(RB3LYP),-4449.606946,-4447.86558,-4447.778426,-4447.777482,-4447.987822,1155,NImag=1,-2791156.838,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f10084/ts-10084/irc2,E(RB3LYP),-4449.626837,-4447.883783,-4447.796438,-4447.795493,-4448.005863,1155,NImag=0,-2791168.159,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f10084/ts-10084/irc1,E(RB3LYP),-4449.656878,-4447.911747,-4447.824572,-4447.823628,-4448.033178,1155,NImag=0,-2791185.3
10287,S6,active2cluster3,215,18,12,6,0,irc1,7.65,-15.68,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f10287/ts-10287/,E(RB3LYP),-4678.911575,-4677.0934,-4676.998917,-4676.997973,-4677.222272,1209,NImag=1,-2935003.748,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f10287/ts-10287/irc1,E(RB3LYP),-4678.924544,-4677.104392,-4677.009779,-4677.008835,-4677.234471,1209,NImag=0,-2935011.403,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f10287/ts-10287/irc2,E(RB3LYP),-4678.950426,-4677.129959,-4677.03483,-4677.033886,-4677.259458,1209,NImag=0,-2935027.082
10505,S2,random3a,209,16,12,4,0,irc1,9.9,-12.99,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f10505/ts-10505/,E(RB3LYP),-4526.033869,-4524.267921,-4524.177966,-4524.177022,-4524.392477,1173,NImag=1,-2839101.523,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f10505/ts-10505/irc1,E(RB3LYP),-4526.051412,-4524.283232,-4524.193139,-4524.192195,-4524.40825,1173,NImag=0,-2839111.421,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f10505/ts-10505/irc2,E(RB3LYP),-4526.07062,-4524.302647,-4524.21195,-4524.211006,-4524.42895,1173,NImag=0,-2839124.41
10580,S4,random5,196,16,9,7,0,irc1,12.95,-10.13,/project/dwappett/CM-MD-250-set/opts/S4_random5/f10580/ts-10580/,E(RB3LYP),-4006.984223,-4005.325136,-4005.237851,-4005.236907,-4005.446867,1104,NImag=1,-2513457.964,/project/dwappett/CM-MD-250-set/opts/S4_random5/f10580/ts-10580/irc1,E(RB3LYP),-4007.009087,-4005.347582,-4005.260706,-4005.259762,-4005.467507,1104,NImag=0,-2513470.915,/project/dwappett/CM-MD-250-set/opts/S4_random5/f10580/ts-10580/irc2,E(RB3LYP),-4007.021516,-4005.36054,-4005.272564,-4005.27162,-4005.483654,1104,NImag=0,-2513481.048
10657,S2,random3a,233,17,11,6,1,irc2,15.34,-11.2,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f10657/ts-10657/,E(RB3LYP),-4662.444853,-4660.464995,-4660.366714,-4660.36577,-4660.596297,1300,NImag=1,-2924570.782,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f10657/ts-10657/irc2,E(RB3LYP),-4662.472254,-4660.48961,-4660.391506,-4660.390561,-4660.620738,1300,NImag=0,-2924586.119,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f10657/ts-10657/irc1,E(RB3LYP),-4662.48671,-4660.504628,-4660.405847,-4660.404903,-4660.638586,1300,NImag=0,-2924597.319
10737,S6,active2cluster4,208,15,10,5,0,irc1,8.77,-17.22,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f10737/ts-10737/,E(RB3LYP),-4164.970204,-4163.210363,-4163.122731,-4163.121787,-4163.331625,1160,NImag=1,-2612532.228,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f10737/ts-10737/irc1,E(RB3LYP),-4164.984754,-4163.22343,-4163.13535,-4163.134406,-4163.345593,1160,NImag=0,-2612540.993,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f10737/ts-10737/irc2,E(RB3LYP),-4165.013818,-4163.250892,-4163.162832,-4163.161888,-4163.373033,1160,NImag=0,-2612558.212
10854,S7,activecluster3,234,18,13,5,1,irc1,15.03,-12.03,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f10854/ts-10854/,E(RB3LYP),-5023.501065,-5021.513677,-5021.413794,-5021.412849,-5021.648377,1313,NImag=1,-3151134.573,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f10854/ts-10854/irc1,E(RB3LYP),-5023.527057,-5021.537016,-5021.437192,-5021.436247,-5021.672326,1313,NImag=0,-3151149.601,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f10854/ts-10854/irc2,E(RB3LYP),-5023.544465,-5021.55455,-5021.454325,-5021.453381,-5021.691494,1313,NImag=0,-3151161.629
10906,S3,random4a,208,15,10,5,0,irc1,5.69,-19.66,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f10906/ts-10906/,E(RB3LYP),-4164.975042,-4163.213536,-4163.126543,-4163.125599,-4163.333566,1160,NImag=1,-2612533.446,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f10906/ts-10906/irc1,E(RB3LYP),-4164.984365,-4163.221657,-4163.134114,-4163.13317,-4163.342633,1160,NImag=0,-2612539.136,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f10906/ts-10906/irc2,E(RB3LYP),-4165.015692,-4163.252453,-4163.164764,-4163.16382,-4163.373962,1160,NImag=0,-2612558.795
10927,S7,activecluster3,240,19,12,7,1,irc1,10.06,-16.48,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f10927/ts-10927/,E(RB3LYP),-5176.383222,-5174.34832,-5174.244504,-5174.24356,-5174.486157,1349,NImag=1,-3247041.808,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f10927/ts-10927/irc1,E(RB3LYP),-5176.400349,-5174.363572,-5174.259412,-5174.258468,-5174.502189,1349,NImag=0,-3247051.869,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f10927/ts-10927/irc2,E(RB3LYP),-5176.428983,-5174.390548,-5174.287139,-5174.286195,-5174.528458,1349,NImag=0,-3247068.353
10952,S2,random1,212,16,11,5,0,irc1,10.61,-12.17,/project/dwappett/CM-MD-250-set/opts/S2_random1/f10952/ts-10952/,E(RB3LYP),-4602.47945,-4600.689951,-4600.599785,-4600.598841,-4600.814597,1191,NImag=1,-2887057.168,/project/dwappett/CM-MD-250-set/opts/S2_random1/f10952/ts-10952/irc1,E(RB3LYP),-4602.500001,-4600.708273,-4600.618094,-4600.61715,-4600.831511,1191,NImag=0,-2887067.781,/project/dwappett/CM-MD-250-set/opts/S2_random1/f10952/ts-10952/irc2,E(RB3LYP),-4602.520941,-4600.728414,-4600.638385,-4600.637441,-4600.850904,1191,NImag=0,-2887079.951
10960,S8,rincluster1,223,16,11,5,1,irc2,9.59,-12.94,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f10960/ts-10960/,E(RB3LYP),-4378.01741,-4376.109576,-4376.015528,-4376.014584,-4376.238543,1230,NImag=1,-2746133.448,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f10960/ts-10960/irc2,E(RB3LYP),-4378.034705,-4376.125093,-4376.030854,-4376.029909,-4376.25382,1230,NImag=0,-2746143.035,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f10960/ts-10960/irc1,E(RB3LYP),-4378.052736,-4376.142922,-4376.047986,-4376.047041,-4376.274441,1230,NImag=0,-2746155.974
11000,S1,sampling,208,15,10,5,0,irc2,12.63,-13.29,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f11000/ts-11000/,E(RB3LYP),-4164.960383,-4163.202451,-4163.113408,-4163.112463,-4163.326956,1160,NImag=1,-2612529.298,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f11000/ts-11000/irc2,E(RB3LYP),-4164.986799,-4163.225618,-4163.137162,-4163.136218,-4163.347081,1160,NImag=0,-2612541.927,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f11000/ts-11000/irc1,E(RB3LYP),-4165.005194,-4163.243654,-4163.154468,-4163.153524,-4163.368267,1160,NImag=0,-2612555.221
